Country,Edition,"OVERALL","1) AVAILABILITY","1.1) Usage","1.1.1) Internet users","1.1.2) Fixed-line broadband subscribers","1.1.3) Mobile subscribers","1.1.4) Gender gap in internet access","1.1.5) Gender gap in mobile phone access","1.2) Quality","1.2.1) Average fixed broadband upload speed","1.2.2) Average fixed broadband download speed","1.2.3) Average fixed broadband latency","1.2.4) Average mobile upload speed","1.2.5) Average mobile download speed","1.2.6) Average mobile latency","1.2.7) Bandwidth capacity","1.3) Infrastructure","1.3.1) Network coverage (min. 2G)","1.3.2) Network coverage (min. 3G)","1.3.3) Network coverage (min. 4G)","1.3.4) 5G deployment","1.3.5) Government initiatives to make Wi-Fi available","1.3.6) Private sector initiatives to make Wi-Fi available","1.3.7) Unlicensed spectrum policy","1.3.8) Internet exchange points","1.4) Electricity","1.4.1) Urban electricity access","1.4.2) Rural electricity access","2) AFFORDABILITY","2.1) Price","2.1.1) Smartphone cost (handset)","2.1.2) Mobile phone cost (prepaid tariff)","2.1.3) Mobile phone cost (postpaid tariff)","2.1.4) Fixed-line monthly broadband cost","2.2) Competitive environment","2.2.1) Average revenue per user (ARPU, annualized)","2.2.2) Wireless operators' market share","2.2.3) Broadband operators' market share","3) RELEVANCE","3.1) Local content","3.1.1) Availability of local news in local languages","3.1.2) Concentration of websites using country-level domains","3.1.3) Availability of e-Government services in the local language","3.2) Relevant content","3.2.1) e-Finance content","3.2.2) Value of e-finance","3.2.3) e-Health content","3.2.4) Value of e-health","3.2.5) e-Entertainment usage","3.2.6) e-Commerce content","3.2.7) Value of e-Commerce","3.2.8) Open data policies","4) READINESS","4.1) Literacy","4.1.1) Level of literacy","4.1.2) Educational attainment","4.1.3) Support for digital literacy","4.1.4) Level of web accessibility","4.2) Trust & Safety","4.2.1) Privacy regulations","4.2.2) Trust in online privacy","4.2.3) Trust in Government websites and apps","4.2.4) Trust in Non-government websites and apps","4.2.5) Trust in information from social media","4.2.6) e-Commerce safety","4.3) Policy","4.3.1) National female e-inclusion policies","4.3.1.1) Comprehensive female e-inclusion plan","4.3.1.2) Female digital skills training plan","4.3.1.3) Female STEM education plan","4.3.2) Government e-inclusion strategy","4.3.3) National broadband strategy","4.3.4) Funding for broadband buildout","4.3.5) Technology-neutrality policy for spectrum use","4.3.6) National digital identification system","4.3.7) Government efforts to promote 5G"
Saudi Arabia,E3,65.4,69.5,78.6,93,42.9,91.5,83.8,81.7,35.5,4.2,10.4,80.3,43.5,17.5,87.2,5.4,65.3,98.9,98,90,0,100,100,33.3,2,98.7,99.8,97.6,61.2,90.5,65.1,99.1,98.1,99.6,31.9,45.7,50,0,64.7,72.2,50,66.7,100,57.2,100,43.5,100,65.5,35.8,70.7,42.4,0,66,62.8,94.2,65.4,66.7,25,57.8,100,62.4,40.9,38.5,73.7,31,77.4,75,100,100,0,100,66.7,100,100,100,0
Saudi Arabia,E4,72.1,71.9,78.7,94.5,43.2,92.6,83.8,79.3,43.5,6.5,16.6,85.7,61.3,33.9,91.9,8.3,65.9,98.9,98.1,93.1,100,100,0,33.3,3.8,99.6,100,99.2,61.5,89.7,61.8,99.1,98.1,99.6,33.4,50.2,50,0,82.5,88.9,100,66.7,100,76,100,35.1,100,60,88.9,75.3,48.9,100,72.4,62.8,94.2,65.4,66.7,25,58,100,65.7,43.8,51.9,53.8,32.9,96.4,75,100,100,0,100,100,100,100,100,100
Saudi Arabia,E5,69.7,74,79.3,99.2,42.3,90.5,83.8,80.5,51.6,9.7,28.1,90.1,71.2,59.7,92.6,10,66.3,100,98.9,94.2,100,100,0,33.3,3.7,98.6,99.8,97.5,52,85.3,44.6,99.1,98.1,99.6,18.7,56.1,0,0,81.6,88.9,100,66.7,100,74.3,100,51.4,100,20,83.3,75.3,64.4,100,71.2,77.4,94.2,65.4,100,50,54.1,100,57.1,46.9,51.9,19.2,49.5,82.1,75,100,100,0,0,100,100,100,100,100
Senegal,E1,n/a,n/a,n/a,15.4,1.5,72.7,n/a,n/a,n/a,0.5,0.9,37.6,5.6,6.2,32.8,0.2,n/a,84.3,40,0,n/a,100,50,n/a,0,n/a,88.6,27.7,n/a,n/a,30.6,94,88.2,92.1,n/a,8,0,0,n/a,n/a,25,66.7,50,n/a,50,n/a,66.7,n/a,n/a,32.5,n/a,n/a,n/a,n/a,29.3,11.8,0,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Senegal,E2,47.6,43.8,44.8,19.7,1.4,71.4,63.3,68.1,20.3,1.1,1.8,53.7,10.3,6.8,67.8,0.2,44.2,94.9,50,8.6,0,100,100,0,0,66.1,88.8,43.3,48.9,78.5,35.2,92,91.4,95.6,19.3,8,50,0,40.3,36.1,25,33.3,50,44.4,50,62.2,66.7,50,66.7,28.9,31.1,0,57.3,47.8,29.3,11.8,100,50,67,100,51.4,62.5,66.7,42.3,78.9,57.1,50,50,100,0,50,0,100,100,100,0
Senegal,E3,46.9,45.8,48.1,24,1.6,72.3,63.2,79.6,24.9,1.6,3.4,67.1,13.1,6.4,82.2,0.2,44,95.5,66.3,36.5,0,100,50,0,4,66.1,88.8,43.3,48.5,77.8,31.1,93.2,93.8,93.1,19.3,7.8,50,0,37.7,38.9,50,66.7,0,36.5,50,18.9,66.7,70,22.2,28.9,35.6,0,55.5,57,40.5,12.6,100,75,52.4,100,20,50,55.6,46.2,42.4,57.1,50,50,100,0,50,0,100,100,100,0
Senegal,E4,55.1,48.8,46.5,6.3,1.7,74.6,79,70.7,31,2.1,7.1,77.7,25.8,14.1,89.7,0.2,48.4,95.9,92.2,62,0,50,50,33.3,3.9,69.5,92,47,48.7,78.1,29.9,95.5,93.8,93.1,19.2,7.7,50,0,54,55.6,100,66.7,0,52.4,50,56.8,66.7,56.7,88.9,42.5,57.8,0,68.9,57.2,40.5,13.4,100,75,63.7,100,54.3,34.4,74.1,73.1,46.5,85.7,100,100,100,100,100,100,100,100,100,0
Senegal,E5,48.5,49.7,44.7,6.3,2,79.8,62.9,72.6,34.5,2.9,9.3,79.8,36.3,20.4,92.7,0.2,48.5,96.1,92.1,66.8,0,50,50,33.3,0,71.2,92.8,49.6,41.1,79.8,37.1,95.2,93.8,93.1,2.4,7.2,0,0,42.4,44.4,100,33.3,0,40.4,50,21.6,66.7,43.3,50,42.5,48.9,0,60.5,57.2,40.5,13.4,100,75,56.5,100,42.9,34.4,77.8,61.5,22.4,67.9,75,50,100,100,100,100,100,0,100,0
Sierra Leone,E1,n/a,n/a,n/a,3.7,1,49.2,n/a,n/a,n/a,1.6,1.4,23.6,9.9,5.9,50.5,n/a,n/a,80.4,20,0,n/a,n/a,n/a,n/a,0,n/a,0,1,n/a,n/a,12.6,20.2,23.6,84.8,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.1,n/a,n/a,n/a,n/a,36.2,15.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Sierra Leone,E2,n/a,n/a,n/a,10.4,1.2,55.9,32.7,52.7,n/a,2.2,2,47.4,14.2,7.6,69.5,n/a,n/a,80.4,40,0,n/a,n/a,n/a,n/a,0,n/a,1.7,5.3,n/a,n/a,9.8,68,35.4,86,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.9,n/a,n/a,n/a,n/a,36.2,15.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Sierra Leone,E3,29.5,25.7,32.8,13.5,1.2,58.7,29.5,61.2,23.7,2.2,1.9,55,22.8,11.8,72.1,0.4,31.7,80.4,40,0,0,0,100,33.3,0,14.5,9,19.9,26.4,50.8,11.4,60.2,42.3,89.3,2.1,6.3,0,0,40.3,44.4,50,33.3,50,36.2,50,43.2,33.3,56.7,61.1,13.9,31.1,0,25.6,19,36.2,15,0,25,39.8,0,42.9,37.5,55.6,46.2,57,17.9,25,0,0,100,0,0,0,0,100,0
Sierra Leone,E4,33.7,31.1,37.8,13.5,1.4,53.3,58.4,62,31,3,3.2,73.2,32.2,15,90.1,0.4,29,49,50,0,0,0,100,33.3,0,26.4,49.7,3.1,30,57.9,15.2,84.8,42.3,89.3,2,6.1,0,0,47.9,52.8,75,33.3,50,43,50,43.2,33.3,56.7,61.1,18.3,31.1,50,25.8,19.6,36.2,17.3,0,25,39.8,0,42.9,37.5,55.6,46.2,57,17.9,25,0,0,100,0,0,0,0,100,0
Sierra Leone,E5,29.6,29.7,36.3,13.5,1.4,56.3,58.4,51.6,32.8,2.6,3.8,82.6,31.8,12.9,95.7,0.4,23.6,60.8,60,35,0,0,0,33.3,0,26,46.6,5.5,30.5,59,17,87.3,42.3,89.3,2,6.1,0,0,36.2,41.7,75,0,50,30.8,50,21.6,33.3,0,44.4,18.3,28.9,50,21.9,11.8,29.8,17.3,0,0,35.9,0,51.4,34.4,55.6,30.8,43.5,17.9,25,0,0,100,0,0,0,0,100,0
Singapore,E1,n/a,n/a,n/a,88.2,56.7,100,n/a,n/a,n/a,46.9,50.2,82.8,37.1,21.6,50.3,25.6,n/a,100,100,100,n/a,100,100,n/a,57.5,n/a,100,100,n/a,n/a,82.6,99.3,99.5,99.8,n/a,61.5,50,100,n/a,n/a,50,33.3,100,n/a,100,n/a,100,n/a,n/a,77.9,n/a,n/a,n/a,n/a,96,78.7,100,25,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,0,n/a,100,n/a
Singapore,E2,72.6,81,81.2,91.1,60,100,79.5,75.5,67.8,68.5,73.9,93.8,72.7,43.9,94.5,27.2,75.2,100,100,100,0,100,100,33.3,68.1,100,100,100,74.5,96,85.2,99.3,99.5,99.9,53,59,50,50,62.6,61.1,50,33.3,100,64.1,100,48.8,100,81.5,68.1,93.1,21.1,0,72.4,81.5,96.3,79.5,100,50,61.9,100,56.9,74.1,42.2,36.7,61.5,73.8,50,100,0,0,100,66.7,100,100,100,0
Singapore,E3,73.5,82.7,81.6,91.1,55.1,100,82.7,79.1,74.1,83.4,81.4,94.3,78.8,51.5,97.6,31.8,75.2,100,100,100,0,100,100,33.3,68,100,100,100,73.9,95.4,83,99.3,99.5,99.8,52.4,57.3,50,50,69.8,72.2,50,66.7,100,67.3,100,51.4,100,68.7,78.6,93.1,46.8,0,67.7,81.5,96.5,79.5,100,50,47.8,100,51.4,55.9,24.4,29.2,26,73.8,50,100,0,0,100,66.7,100,100,100,0
Singapore,E4,77.9,86.6,83.3,97.7,55.3,100,81.6,81.7,77.5,91.6,93.4,95.3,78.7,53.3,98.4,31.8,85.5,100,100,100,50,100,100,66.7,67.7,100,100,100,70.4,92.2,70.4,99.3,99.5,99.8,48.6,45.7,50,50,79.6,77.8,100,33.3,100,81.3,100,67.6,100,60,66.7,98.6,57.8,100,75.2,81.5,96.7,79.5,100,50,51.3,100,54.3,75,18.5,26.9,32.9,92.9,50,100,0,0,100,100,100,100,100,100
Singapore,E5,77.4,87.5,83.2,98.4,55.2,100,79.6,83,80,100,100,94.1,78.5,55.4,100,31.8,86.8,100,100,100,50,100,100,66.7,78.1,100,100,100,73.4,99.8,100,99.7,99.5,99.8,47.1,41.4,50,50,76.1,77.8,100,33.3,100,74.4,100,42,100,41.5,34.7,98.6,78.3,100,72.4,81.5,96.7,79.5,100,50,57,100,38.9,82.2,25.2,45.2,50.7,78.6,50,100,0,0,100,100,0,100,100,100
Slovakia,E1,n/a,n/a,n/a,79.4,50,92.8,n/a,n/a,n/a,7.9,15.3,87.6,31.5,20.1,88.5,1.4,n/a,100,93,75,n/a,n/a,n/a,n/a,0,n/a,100,100,n/a,n/a,59.3,97.2,98.8,99.7,n/a,27.7,50,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,69.8,n/a,n/a,n/a,n/a,99.5,87.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Slovakia,E2,n/a,n/a,n/a,80.4,52.4,98.4,72,76.4,n/a,6.9,17.6,88.4,35.8,23.8,92.1,1.8,n/a,100,94,87,n/a,n/a,n/a,n/a,0,n/a,100,100,n/a,n/a,59.8,97.2,98.8,99.7,n/a,26.7,50,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84.6,n/a,n/a,n/a,n/a,99.5,88.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Slovakia,E3,n/a,n/a,n/a,81.2,55,100,77.8,77.9,n/a,7.8,21,88.7,40.9,27.8,93.8,2.6,n/a,100,95,92,n/a,n/a,n/a,n/a,0,n/a,100,100,n/a,n/a,56.8,97.2,98.7,99.7,n/a,27.3,50,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84.6,n/a,n/a,n/a,n/a,99.5,88.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Slovakia,E4,71.8,75.1,80.1,80.7,59,100,80.2,80.4,43.3,9.9,27.1,90.5,46.1,31.2,95.1,3.2,77.2,100,95,94,50,100,100,66.7,11.6,100,100,100,65.6,89.6,62.9,97.2,98.7,99.7,41.6,24.7,50,50,91.3,100,100,100,100,82.7,100,48.6,100,76.7,83.3,88.1,64.4,100,55.1,55.3,99.5,88.2,33.3,0,43.4,100,31.4,12.5,11.1,34.6,70.5,66.7,50,100,0,0,50,66.7,100,100,100,0
Slovakia,E5,74.5,77,82.5,82.1,61.9,100,81.4,86.9,46.2,14,37.5,91.1,45.6,35.3,97.6,2.3,79.3,100,97,97,50,100,100,66.7,23.4,100,100,100,66.4,91.2,67,99.5,98.7,99.7,41.5,24.5,50,50,85.6,100,100,100,100,71.1,100,43.2,66.7,50,50,88.1,71.1,100,69.1,71.9,99.5,88.2,100,0,51.9,100,31.4,53.1,33.3,23.1,70.5,83.3,100,100,100,100,50,33.3,100,100,100,100
South Africa,E1,n/a,n/a,n/a,49.8,5.4,100,n/a,n/a,n/a,2.8,4.4,72.4,20.2,12.6,85.6,0.5,n/a,99.8,98,54,n/a,100,100,n/a,9.4,n/a,88.8,77.2,n/a,n/a,54.1,96.4,98,99.3,n/a,14.2,50,50,n/a,n/a,25,66.7,50,n/a,100,n/a,66.7,n/a,n/a,50.6,n/a,n/a,n/a,n/a,93.1,68.5,66.7,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
South Africa,E2,64,61.4,65.7,59.7,4.4,100,78.5,85.9,31.7,3.2,5.1,79,25.6,17,91.6,0.6,63.9,99.2,98,73,0,100,100,33.3,8,84.1,85.4,82.7,70.9,87.2,55.4,96.2,98.3,98.9,54.6,13.8,50,100,54.4,58.3,25,100,50,50.5,100,60,66.7,71.5,39.4,54.6,11.6,0,69.2,76,93.1,69.3,66.7,75,50.7,100,42.3,25.8,35.7,30.8,69.3,81,100,100,100,100,100,66.7,100,100,100,0
South Africa,E3,63.9,62,66.1,61.7,4.2,100,81.8,83,34.1,4.8,7.1,81.8,30.4,21.1,93.2,0.3,64.7,99.9,98.6,77.6,0,100,100,33.3,7.8,83.2,82.3,84.1,70.9,87.2,55,96.5,98.1,99.2,54.5,13.6,50,100,49.7,47.2,25,66.7,50,52.2,100,35.1,100,70,22.2,54.6,35.6,0,73,82.1,83.9,69.3,100,75,55.9,100,51.4,46.9,40.7,53.8,42.4,81,100,100,100,100,100,66.7,100,100,100,0
South Africa,E4,74.7,70,66.2,61.7,4.1,100,77.7,87.7,36.6,6.9,9.7,85.6,34.4,25.8,93.8,0.3,83,99.9,99.5,90.3,100,100,100,66.7,7.7,94,95.8,92.3,63.1,88.6,60.3,96.7,98.1,99.2,37.6,12.8,50,50,85.7,100,100,100,100,71.4,100,78.4,100,66.7,61.1,55,60,50,80,82.1,83.9,69.3,100,75,67.4,100,65.7,46.9,70.4,57.7,63.6,90.5,100,100,100,100,100,33.3,100,100,100,100
South Africa,E5,71.7,69.4,61.2,61.7,4.6,100,59.7,80,39.4,10.3,14.8,87.9,36.4,31,95.1,0.3,83.5,99.9,99.7,94.4,100,100,100,66.7,7.6,93.6,94.7,92.4,63.2,88.7,59.9,97.8,98.1,99.2,37.7,13,50,50,79.8,88.9,100,66.7,100,70.6,100,66.9,100,55.8,73.3,55,63.9,50,74.4,82.1,83.9,69.3,100,75,54.4,100,48.7,38,45.7,47.7,46,86.9,75,50,100,100,100,33.3,100,100,100,100
South Korea,E1,n/a,n/a,n/a,98.8,84,86.1,n/a,n/a,n/a,32,35.2,86.8,50.1,32.7,68.2,1.5,n/a,99.8,99,99,n/a,100,50,n/a,2.5,n/a,100,100,n/a,n/a,61.7,94.3,99.4,99.7,n/a,63.2,50,100,n/a,n/a,50,66.7,100,n/a,100,n/a,100,n/a,n/a,87,n/a,n/a,n/a,n/a,100,84.3,100,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,0,n/a,100,n/a
South Korea,E2,72.9,77.6,86.9,99.2,86,90.2,76,83,56.4,56.3,60.1,93,53.5,38.4,91.9,1.8,66.9,99.8,99.9,99.9,0,100,100,33.3,2.5,100,100,100,79.7,88.8,61.9,94.3,99.4,99.6,70.5,61.6,50,100,70.6,72.2,50,66.7,100,68.9,100,70.3,100,70,83.3,99,28.9,0,63.8,71.3,100,85,100,0,39.2,100,17.1,31.3,18.5,30.8,37.4,81,100,100,100,100,100,66.7,100,100,100,0
South Korea,E3,74,78.1,87.9,99.5,88.4,94.6,75,81.7,57.6,52.5,61.5,93.7,58.1,40.5,94.6,2.3,66.9,99.8,99.9,99.9,0,100,100,33.3,2.5,100,100,100,80.4,91,68.4,96.8,99.4,99.6,69.8,59.4,50,100,69.6,72.2,50,66.7,100,67,100,68.5,100,48.2,51.1,99,69.6,0,67.9,77.5,100,85,100,25,45.2,100,44.4,33.1,39.6,22.5,31.3,81,100,100,100,100,100,66.7,100,100,100,0
South Korea,E4,78.1,84.4,89.6,99.5,88.7,99.7,78.4,81.7,64.1,47.5,72.5,94,64.6,72.1,94.9,2.9,83.8,99.8,99.9,99.9,100,100,100,66.7,3.8,100,100,100,79.8,91.6,70.3,97.1,99.4,99.6,68.1,54.3,50,100,76.2,66.7,100,0,100,85.7,100,67.6,100,73.3,61.1,92.5,91.1,100,72,77.5,100,85,100,25,43.4,100,28.6,21.9,37,38.5,34.4,95.2,100,100,100,100,100,100,100,100,100,66.7
South Korea,E5,78.6,87.5,90.8,99.7,91.2,100,82.8,80.5,71.5,66.8,72.2,91.3,73.2,100,94,2.9,87.8,99.8,99.9,99.9,100,100,100,100,2.5,100,100,100,79.4,91.6,68.1,99.2,99.4,99.6,67.2,51.6,50,100,67,66.7,100,0,100,67.3,100,18.9,100,6.7,33.3,92.5,86.7,100,80.3,83.8,100,85,100,50,57.2,100,57.1,50,51.9,50,34.4,100,100,100,100,100,100,100,100,100,100,100
Spain,E1,n/a,n/a,n/a,78.8,61.9,79.5,n/a,n/a,n/a,10.4,21.1,80.4,34.4,21.3,79,0.8,n/a,99.6,99.4,91.3,n/a,100,100,n/a,8.3,n/a,100,100,n/a,n/a,89.7,99.4,99.1,99.7,n/a,36.5,100,50,n/a,n/a,50,33.3,100,n/a,100,n/a,100,n/a,n/a,77.1,n/a,n/a,n/a,n/a,97.7,65.4,66.7,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Spain,E2,72,71,77.5,82,64.5,80.6,82.8,77.8,40.2,17.4,27.2,83.7,41.1,25.9,85.4,0.9,66.3,99.6,99.6,91.3,0,100,100,33.3,6.9,100,100,100,79.5,96.8,88.9,99.4,99,99.7,62.3,36.8,100,50,64.3,61.1,50,33.3,100,67.6,100,45.9,100,86.7,83.3,82.4,42.2,0,73,84.8,97.9,66.1,100,75,53.3,100,45.7,40.6,44.4,34.6,54.1,81,100,100,100,100,100,66.7,100,100,100,0
Spain,E3,73.9,73.1,79.3,83.4,67,82.7,82.8,80.4,46.3,29.9,39.2,86.4,48.8,30.2,88.6,0.9,67,99.6,99.7,96.2,0,100,100,33.3,6.9,100,100,100,85.8,92.3,71.2,99.4,98.8,99.7,79.3,37.8,100,100,63.5,61.1,50,33.3,100,65.9,100,45.9,100,56.7,77.8,82.4,64.4,0,73.4,84.8,97.9,66.1,100,75,54.4,100,65.7,53.1,22.2,30.8,54.4,81,100,100,100,100,100,66.7,100,100,100,0
Spain,E4,80.4,79,80.5,86.4,69.3,86.1,78.8,81.7,51.8,43.5,53.7,89.5,52.8,32.4,89.7,0.9,83.7,99.6,99.7,97.8,100,100,100,66.7,5.5,100,100,100,85.5,92,69.9,99.4,98.8,99.7,79,37.1,100,100,77.6,77.8,100,33.3,100,77.5,100,59.5,100,40,66.7,85,68.9,100,79.5,84.8,98,66.1,100,75,53.8,100,54.3,34.4,51.9,26.9,55.5,100,100,100,100,100,100,100,100,100,100,100
Spain,E5,83.4,80.4,82.3,91.4,71.2,88.5,75.9,84.3,55.2,57,64.8,90.4,48.7,33.4,91.1,0.9,84.2,99.6,99.7,99.4,100,100,100,66.7,8.1,100,100,100,86.4,94.2,78.8,99.6,98.8,99.7,78.7,36,100,100,83.1,88.9,100,66.7,100,77.3,100,47.4,100,48.2,72.8,85,65.2,100,83.5,84.8,98,66.1,100,75,65.6,100,75.3,48.4,46.9,48.8,74.3,100,100,100,100,100,100,100,100,100,100,100
Sri Lanka,E1,n/a,n/a,n/a,17.9,6.4,84.4,n/a,n/a,n/a,1.7,5.5,65.6,14.7,7.2,71.9,1.4,n/a,98,83,35,n/a,100,50,n/a,0,n/a,98.4,93,n/a,n/a,14.5,99.3,99.2,99.6,n/a,4.1,100,0,n/a,n/a,50,100,100,n/a,100,n/a,33.3,n/a,n/a,32.3,n/a,n/a,n/a,n/a,90.9,74.8,66.7,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Sri Lanka,E2,58.7,56.7,51.7,20.9,9,92.7,67.1,68.7,29.1,2.8,7.5,83,13.1,6.7,89.4,1.5,46.1,98,85,36,0,100,50,0,0,100,100,100,58.8,82.8,33.1,99.4,99.1,99.6,34.7,4.2,100,0,63,83.3,50,100,100,42.7,50,21.6,66.7,46.7,88.9,52.5,15.6,0,56.3,70.5,90.6,74.8,66.7,50,48.5,100,57.1,40.6,25.9,30.8,36.2,50,0,0,0,0,50,0,100,100,100,0
Sri Lanka,E3,59.9,57.8,50.1,24.2,12.3,100,45.2,68.8,32.5,4.1,9.4,83.5,26.7,12.9,90.2,0.8,48.6,99.5,88,48,0,100,50,0,3.1,100,100,100,60.4,86,45.5,99.6,99.3,99.7,34.7,4.1,100,0,63.3,83.3,50,100,100,43.3,50,21.6,66.7,43.3,72.2,52.5,40,0,58.1,62,90,74.8,33.3,50,62.2,100,60,46.9,77.8,57.7,31,50,0,0,0,0,50,0,100,100,100,0
Sri Lanka,E4,65.2,61.3,50.2,24.2,15.5,100,51.6,59.6,36.8,5.1,11,84.9,39.6,20.6,95.3,0.8,58.4,98,86,80,50,100,50,0,3,100,100,100,51.3,84.6,39.7,99.6,99.3,99.7,18,4,50,0,85,100,100,100,100,70,50,86.5,66.7,76.7,100,49.9,80,50,63.4,79.1,90,76.4,100,50,61,0,71.4,59.4,74.1,88.5,72.8,50,0,0,0,0,50,0,100,100,100,0
Sri Lanka,E5,57.6,62.9,56.7,24.2,16.7,100,71.8,70.9,36.5,5.8,12.4,87.6,35.1,16.6,97.3,0.8,58.4,98,89,80,50,100,50,0,0,100,100,100,51.9,85.9,45.3,99.5,99.3,99.7,17.8,3.4,50,0,71.2,88.9,100,66.7,100,53.5,50,37.8,66.7,36.7,83.3,49.9,53.3,50,44.4,54,89.7,76.4,0,50,29.2,0,31.4,40.6,29.6,26.9,46.5,50,0,0,0,0,50,0,100,100,100,0
Sudan,E1,n/a,n/a,n/a,32.1,0.1,42.1,n/a,n/a,n/a,0.8,0.5,45.2,4.7,1.9,53.2,0.1,n/a,79.3,45.7,0,n/a,0,0,n/a,0,n/a,58.1,20.9,n/a,n/a,0,96,90,99.2,n/a,0.4,50,0,n/a,n/a,50,0,50,n/a,50,n/a,33.3,n/a,n/a,10.1,n/a,n/a,n/a,n/a,48.8,17.3,33.3,0,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,33.3,100,n/a,100,n/a
Sudan,E2,37.8,33,37.4,33.4,0.1,40.1,50.1,63.4,19.6,1.7,1.2,59.2,9.1,3.6,62.6,0.1,25.7,79.8,45.9,30,0,0,50,0,0,49.4,67.6,31.2,43.5,70.1,0,93.2,89.7,97.5,16.9,0.6,50,0,37.4,33.3,50,0,50,41.5,50,40.5,66.7,63.3,83.3,12.8,15.6,0,37.2,24.9,48.8,17.3,33.3,0,58,100,45.7,65.6,48.1,50,38.8,28.6,0,0,0,0,0,0,100,0,100,0
Sudan,E3,39,32.8,37.7,33.4,0.1,40.5,50.1,64.6,23.9,2.4,2.1,64.8,18.1,7.1,72.4,0.1,20.4,79.8,46,35,0,0,0,0,2.3,49.4,67.6,31.2,43,69.1,0,99.1,81.2,96.1,17,0.9,50,0,40.1,44.4,50,33.3,50,35.8,50,45.9,66.7,60,22.2,12.8,28.9,0,39.8,31.3,48.8,18.1,33.3,25,59.6,100,45.7,53.1,63,38.5,57.1,28.6,0,0,0,0,0,0,100,0,100,0
Sudan,E4,42.4,33.5,39.1,33.4,0.2,42.3,50.1,69.4,23.4,2.9,2.8,63.2,23.5,8,63.6,0.1,20.4,80.4,46.6,35,0,0,0,0,1.5,51.2,69.3,33.1,46.5,75.8,26.9,98.8,81.2,96.1,17.2,1.6,50,0,54.7,66.7,100,0,100,42.8,50,13.5,66.7,50,77.8,24.2,60,0,35,25.7,51.4,18.1,33.3,0,50.7,100,54.3,59.4,33.3,34.6,22.4,28.6,0,0,0,0,0,0,100,0,100,0
Sudan,E5,43.1,33.5,39.3,33.4,0.2,47.4,50.1,65.5,22.2,2.1,1.9,56.9,13.5,6.4,74.5,0.1,21.6,82.2,55.5,35,0,0,0,0,0,50.9,67.6,34.3,45.2,72.9,16,98.3,81.2,96.1,17.4,2.3,50,0,54.6,66.7,100,0,100,42.6,50,56.8,66.7,33.3,50,24.2,60,0,38.9,32,51.4,18.1,33.3,25,56.2,100,54.3,53.1,29.6,53.8,46.5,28.6,0,0,0,0,0,0,100,0,100,0
Sweden,E1,n/a,n/a,n/a,91,76.3,99.4,n/a,n/a,n/a,17,27.3,84.8,35.8,23,84.8,2,n/a,100,100,100,n/a,100,100,n/a,58.2,n/a,100,100,n/a,n/a,74.8,99.6,99.6,99.7,n/a,43,100,100,n/a,n/a,50,100,100,n/a,100,n/a,66.7,n/a,n/a,83.9,n/a,n/a,n/a,n/a,100,86.6,100,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,0,n/a,100,n/a
