country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Algeria,kimi-k2,en,2.0,2.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,-2.0,-0.7627945531093344,-1.5808331574404597
Egypt,kimi-k2,ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
Egypt,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Iraq,kimi-k2,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Iraq,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,kimi-k2,ar,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Jordan,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Kuwait,kimi-k2,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,kimi-k2,en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Lebanon,kimi-k2,ar,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,1.0,-1.0,-1.6274280449411096,1.176347486756763
Lebanon,kimi-k2,en,2.0,2.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,-2.0,-0.7627945531093344,-1.5808331574404597
Libya,kimi-k2,ar,2.0,2.0,3.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.0281397157498886,-0.5875997285185339
Libya,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,kimi-k2,ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-2.0,-1.408589832454647,-1.6074351107432823
Morocco,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Palestine,kimi-k2,ar,2.0,2.0,3.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.799828507108729,-0.4499130544043787
Palestine,kimi-k2,en,3.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,3.0,-2.0,-0.1050587922014164,-0.7573452671751613
Qatar,kimi-k2,ar,1.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,0.5716462226200951,-3.1734052946786298
Qatar,kimi-k2,en,1.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,0.3608465978233573,-3.3397543028744
Tunisia,kimi-k2,ar,2.0,2.0,3.0,2.0,9.0,2.0,3.0,2.0,1.0,-2.0,-1.8838013025591924,1.1031373708235999
Tunisia,kimi-k2,en,2.0,2.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,-2.0,-0.7627945531093344,-1.5808331574404597
Yemen,kimi-k2,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Yemen,kimi-k2,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Algeria,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,6.0,3.0,3.0,2.0,1.9058482925644578,3.4163608300864277
Algeria,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,6.0,8.0,2.0,2.0,2.0,1.3212342590871011,1.634207813443863
Egypt,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,6.0,3.0,2.0,2.0,0.926169678517715,3.468823115195566
Egypt,llama-3.2-3b-instruct,en,2.0,2.0,2.0,1.0,8.0,8.0,8.0,2.0,2.0,1.0,2.6380409269320535,2.059566009053628
Iraq,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,8.0,3.0,2.0,1.0,1.3302573442667702,3.830183465668721
Iraq,llama-3.2-3b-instruct,en,2.0,2.0,3.0,2.0,8.0,,8.0,2.0,2.0,1.0,0.7800446220176602,2.196775538168352
Jordan,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,6.0,3.0,2.0,2.0,0.926169678517715,3.468823115195566
Jordan,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,2.0,2.0,1.7989576066344242,1.837952713473419
Kuwait,llama-3.2-3b-instruct,ar,3.0,1.0,3.0,2.0,8.0,8.0,8.0,3.0,2.0,2.0,1.5399523520718463,4.978451186242744
Kuwait,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,2.0,1.0,1.7814460227900026,1.866615047555034
Lebanon,llama-3.2-3b-instruct,ar,3.0,2.0,3.0,2.0,8.0,8.0,6.0,2.0,2.0,2.0,0.17355709983628467,3.3866225074897454
Lebanon,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,2.0,1.0,1.7814460227900026,1.866615047555034
Libya,llama-3.2-3b-instruct,ar,3.0,2.0,3.0,2.0,8.0,8.0,6.0,3.0,2.0,1.0,-0.2711203709500577,4.631849196231852
Libya,llama-3.2-3b-instruct,en,2.0,2.0,3.0,2.0,8.0,8.0,8.0,2.0,2.0,0.0,1.739911647364269,2.642281445089845
Morocco,llama-3.2-3b-instruct,ar,3.0,2.0,3.0,2.0,8.0,8.0,8.0,3.0,2.0,2.0,0.16799046248784005,4.935884878541776
Morocco,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,2.0,2.0,1.7989576066344242,1.837952713473419
Palestine,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,6.0,3.0,2.0,1.0,0.908658094673294,3.4974854492771805
Palestine,llama-3.2-3b-instruct,en,2.0,2.0,3.0,2.0,8.0,6.0,8.0,2.0,2.0,2.0,1.2972114675057886,2.381211876897059
Qatar,llama-3.2-3b-instruct,ar,2.0,1.0,3.0,2.0,8.0,8.0,8.0,3.0,2.0,2.0,2.719730817695198,3.8440874392880717
Qatar,llama-3.2-3b-instruct,en,2.0,2.0,1.0,1.0,8.0,8.0,8.0,4.0,2.0,0.0,1.7902203607851033,3.7743529890030283
Tunisia,llama-3.2-3b-instruct,ar,3.0,1.0,3.0,2.0,8.0,8.0,6.0,3.0,3.0,2.0,2.0980317165251137,4.593290884742065
Tunisia,llama-3.2-3b-instruct,en,2.0,2.0,2.0,2.0,8.0,,6.0,2.0,3.0,2.0,1.3796583618966614,1.035948839132862
Yemen,llama-3.2-3b-instruct,ar,2.0,2.0,3.0,2.0,8.0,8.0,8.0,3.0,2.0,2.0,1.3477689281111918,3.8015211315871063
Yemen,llama-3.2-3b-instruct,en,2.0,2.0,3.0,2.0,8.0,8.0,8.0,2.0,2.0,1.0,1.7574232312086902,2.6136191110082305
Algeria,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Algeria,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-2.407260019529184,-0.8650435007644341
Egypt,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Iraq,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Iraq,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-2.407260019529184,-0.8650435007644341
Jordan,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Jordan,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,llama-3.3-70b-instruct,ar,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.0111152917606496,-3.3823206105753654
Kuwait,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Lebanon,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,8.0,4.0,4.0,1.0,1.0,-2.0,-1.7780023241717209,0.10297383090780937
Lebanon,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,-2.0,-1.9247123426310897,-0.3512684778074667
Libya,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Libya,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,2.0,1.0,-2.0,-2.6180596443259216,-1.0313925089602043
Morocco,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Morocco,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Palestine,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Palestine,llama-3.3-70b-instruct,en,3.0,2.0,2.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.183895389791927,-0.2002400450170596
Qatar,llama-3.3-70b-instruct,ar,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.0111152917606496,-3.3823206105753654
Qatar,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Tunisia,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,8.0,2.0,5.0,1.0,1.0,-2.0,-0.8651475812989545,-1.0687858078806476
Tunisia,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,-2.0,-1.9247123426310897,-0.3512684778074667
Yemen,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Yemen,llama-3.3-70b-instruct,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Algeria,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-1.7692945077905256,-1.9152588472291554
Algeria,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Egypt,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Iraq,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-4.016467502352665,-1.1401950699688477
Iraq,mistral-medium-3.1,en,3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-4.016467502352665,-1.1401950699688477
Jordan,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Kuwait,mistral-medium-3.1,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Kuwait,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Lebanon,mistral-medium-3.1,ar,3.0,2.0,3.0,2.0,8.0,3.0,4.0,2.0,1.0,-2.0,-2.492075468049928,2.711673862459914
Lebanon,mistral-medium-3.1,en,3.0,2.0,1.0,2.0,9.0,2.0,4.0,2.0,1.0,-2.0,-2.8047345602231806,0.9098419990676487
Libya,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Libya,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Morocco,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Morocco,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Palestine,mistral-medium-3.1,ar,3.0,2.0,3.0,1.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.3513232772311885,0.7397149799347291
Palestine,mistral-medium-3.1,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Qatar,mistral-medium-3.1,ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Qatar,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Tunisia,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,1.0,-2.0,-1.197790207657909,-1.4410861025475123
Tunisia,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,1.0,-2.0,-1.197790207657909,-1.4410861025475123
Yemen,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Yemen,mistral-medium-3.1,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Algeria,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Algeria,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,4.0,2.0,2.0,1.0,-0.6770646167274609,1.0662161232270362
Egypt,mistral-nemo,ar,2.0,1.0,2.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,1.5607380135383777,0.6926144076821665
Egypt,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,2.0,-0.8703526576797774,0.8712047809496509
Iraq,mistral-nemo,ar,3.0,2.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,2.0,-0.1168958536825076,1.9487004743528484
Iraq,mistral-nemo,en,3.0,2.0,3.0,1.0,10.0,3.0,3.0,3.0,2.0,1.0,-1.4849187131909614,3.404488310127054
Jordan,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,1.0,2.4173329176804286,0.8855653691807593
Jordan,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,4.0,2.0,2.0,2.0,-0.6595530328830396,1.037553789145421
Kuwait,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Kuwait,mistral-nemo,en,2.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,2.0,1.0,0.7190801110410727,-1.4510609865838955
Lebanon,mistral-nemo,ar,2.0,1.0,2.0,2.0,9.0,5.0,5.0,2.0,2.0,0.0,1.665069431256173,0.9272280282348765
Lebanon,mistral-nemo,en,3.0,2.0,2.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,0.12679014944192574,2.3606030472950383
Libya,mistral-nemo,ar,2.0,2.0,2.0,2.0,10.0,4.0,5.0,2.0,2.0,-1.0,-0.08510871750813359,0.6055003181296523
Libya,mistral-nemo,en,3.0,2.0,1.0,1.0,10.0,3.0,2.0,3.0,2.0,0.0,-1.6651843386694956,1.772793509106507
Morocco,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,-1.0,2.3823097499915855,0.9428900373439895
Morocco,mistral-nemo,en,2.0,2.0,3.0,1.0,9.0,4.0,4.0,2.0,2.0,0.0,0.6760183556625049,1.5563952872751505
Palestine,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,-1.0,2.3823097499915855,0.9428900373439895
Palestine,mistral-nemo,en,3.0,2.0,3.0,1.0,9.0,3.0,4.0,2.0,3.0,1.0,0.25456841415665704,2.5077619650242893
Qatar,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Qatar,mistral-nemo,en,2.0,2.0,1.0,1.0,9.0,3.0,2.0,1.0,2.0,1.0,0.5082804862443349,-1.6174099947796654
Tunisia,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,2.0,2.43484450152485,0.8569030350991442
Tunisia,mistral-nemo,en,3.0,2.0,3.0,1.0,9.0,4.0,4.0,2.0,2.0,2.0,-0.4687369422720028,2.633434366066591
Yemen,mistral-nemo,ar,3.0,2.0,2.0,1.0,10.0,1.0,1.0,2.0,2.0,-1.0,-1.9680757994973703,0.9618016437555009
Yemen,mistral-nemo,en,3.0,2.0,1.0,1.0,10.0,2.0,2.0,2.0,2.0,-1.0,-1.4943917093456585,0.4830190385128532
Algeria,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Algeria,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Egypt,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Egypt,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,4.0,2.0,2.0,1.0,1.3739611803229523,-0.22073866396679942
Iraq,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Iraq,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,1.5847608051196902,-0.054389655771029354
Jordan,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Jordan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,4.0,2.0,2.0,1.0,1.3739611803229523,-0.22073866396679942
Kuwait,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Kuwait,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,2.0,2.0,2.0,1.0,1.0742049322916927,-0.3474853938872447
Lebanon,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Lebanon,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Libya,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Libya,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Morocco,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Morocco,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Palestine,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Palestine,phi-3-mini-128k-instruct,en,2.0,2.0,1.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,0.21279891553568367,-0.09695596347199559
Qatar,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Qatar,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,4.0,2.0,2.0,1.0,1.4958041818851688,-0.014787377495704572
Tunisia,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Tunisia,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Yemen,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Yemen,phi-3-mini-128k-instruct,en,2.0,2.0,1.0,2.0,10.0,2.0,4.0,2.0,2.0,1.0,-0.7145857305820388,-0.5689223217121
Algeria,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.12706844384716764,3.3821253548652996
Algeria,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Egypt,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.12706844384716764,3.3821253548652996
Egypt,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Iraq,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.12706844384716764,3.3821253548652996
Iraq,qwen3-1.7b,en,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-1.6720593326787596,4.556123401824824
Jordan,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Jordan,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Kuwait,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Kuwait,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Lebanon,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.12706844384716764,3.3821253548652996
Lebanon,qwen3-1.7b,en,2.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,0.8796810225285987,3.4643259625711202
Libya,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Libya,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Morocco,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Morocco,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Palestine,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Palestine,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Qatar,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Qatar,qwen3-1.7b,en,3.0,1.0,3.0,3.0,7.0,5.0,5.0,3.0,2.0,2.0,-0.5437834462191857,4.1867871365836
Tunisia,qwen3-1.7b,ar,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Tunisia,qwen3-1.7b,en,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,-0.3000974430947527,4.59868970952579
Yemen,qwen3-1.7b,ar,2.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,1.306846909470519,2.2477616079106286
Yemen,qwen3-1.7b,en,3.0,1.0,3.0,3.0,7.0,5.0,5.0,3.0,2.0,2.0,-0.5437834462191857,4.1867871365836
Algeria,qwen3-max,ar,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Algeria,qwen3-max,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-1.0,-1.8407395471806254,-1.9043189030354457
Egypt,qwen3-max,ar,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Egypt,qwen3-max,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Iraq,qwen3-max,ar,3.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-3.038029596648398,-0.7412928219991601
Iraq,qwen3-max,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.587038485152535,0.26932024619023565
Jordan,qwen3-max,ar,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Jordan,qwen3-max,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Kuwait,qwen3-max,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Kuwait,qwen3-max,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Lebanon,qwen3-max,ar,3.0,2.0,3.0,2.0,8.0,2.0,2.0,3.0,1.0,-2.0,-3.579702278358986,3.4936677507140863
Lebanon,qwen3-max,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,1.0,-1.0,-2.029043760348884,-0.5858820983601766
