country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Spain,llama-3.3-70b-instruct,en,2.0,2.0,3.0,2.0,6.0,10.0,8.0,1.0,3.0,1.0,3.8856770828691105,1.9602399442103469
Spain,llama-3.3-70b-instruct,es,2.0,2.0,1.0,2.0,6.0,8.0,8.0,2.0,3.0,1.0,3.028833431542491,1.4790512719348896
Switzerland,llama-3.3-70b-instruct,de,2.0,1.0,2.0,2.0,4.0,10.0,8.0,1.0,3.0,2.0,5.542859351003284,1.639042427318692
Switzerland,llama-3.3-70b-instruct,en,2.0,1.0,2.0,2.0,4.0,10.0,8.0,1.0,2.0,2.0,4.563180736956541,1.6915047124278304
Switzerland,llama-3.3-70b-instruct,it,2.0,1.0,1.0,1.0,4.0,10.0,8.0,1.0,2.0,2.0,5.4437984326799045,1.1374516104732268
Taiwan,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,0.0,0.5798079094057058,-0.14036909484680551
Taiwan,llama-3.3-70b-instruct,zh-tw,2.0,2.0,1.0,2.0,4.0,8.0,6.0,2.0,3.0,1.0,2.850920185073448,1.5582558284855392
Trinidad and Tobago,llama-3.3-70b-instruct,en-native,2.0,2.0,2.0,2.0,8.0,4.0,4.0,1.0,1.0,0.0,-0.587223482440839,-0.3417105207568956
Tunisia,llama-3.3-70b-instruct,ar,2.0,2.0,1.0,2.0,8.0,2.0,5.0,1.0,1.0,-2.0,-0.8651475812989545,-1.0687858078806476
Tunisia,llama-3.3-70b-instruct,en,2.0,2.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,-2.0,-1.9247123426310897,-0.3512684778074667
United Kingdom,llama-3.3-70b-instruct,en-native,2.0,1.0,2.0,2.0,4.0,10.0,7.0,2.0,2.0,2.0,3.9252152252178827,2.741720058892551
United States,llama-3.3-70b-instruct,en-native,2.0,2.0,3.0,2.0,7.0,8.0,6.0,1.0,3.0,2.0,2.8820230680105157,1.1891834072365401
Uruguay,llama-3.3-70b-instruct,en,2.0,1.0,3.0,2.0,4.0,8.0,8.0,1.0,3.0,2.0,5.041113211874649,2.1823015907423318
Uruguay,llama-3.3-70b-instruct,es,2.0,1.0,2.0,2.0,4.0,10.0,8.0,2.0,3.0,2.0,5.115693464061364,2.855606781979183
Venezuela,llama-3.3-70b-instruct,en,3.0,2.0,3.0,2.0,8.0,4.0,4.0,3.0,1.0,0.0,-2.6453565135293435,3.9727859989719527
Venezuela,llama-3.3-70b-instruct,es,3.0,2.0,1.0,2.0,8.0,6.0,5.0,3.0,1.0,0.0,-1.9087879580226583,2.848871780290888
Yemen,llama-3.3-70b-instruct,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Yemen,llama-3.3-70b-instruct,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Zambia,llama-3.3-70b-instruct,en-native,2.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,-2.0,-1.7364081294628306,-1.6697052824827356
Zimbabwe,llama-3.3-70b-instruct,en-native,2.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,-1.0,-2.146062432560329,-0.4818032619038598
Algeria,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-1.7692945077905256,-1.9152588472291554
Algeria,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-1.858251131025047,-1.8756565689538307
Argentina,mistral-medium-3.1,en,2.0,2.0,3.0,1.0,7.0,9.0,8.0,1.0,2.0,0.0,3.3843771137841183,1.9264917884138197
Argentina,mistral-medium-3.1,es,2.0,2.0,3.0,2.0,6.0,9.0,7.0,2.0,2.0,0.0,2.0116596994656253,2.989707459851043
Australia,mistral-medium-3.1,en-native,2.0,1.0,3.0,1.0,4.0,9.0,8.0,2.0,2.0,2.0,4.729725288801697,3.746151642025332
Austria,mistral-medium-3.1,de,2.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,1.0,0.0,2.180307575847992,2.1530151524945724
Austria,mistral-medium-3.1,en,2.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,1.0,1.0,2.1978191596924135,2.1243528184129574
Belarus,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,7.0,3.0,4.0,2.0,1.0,-1.0,-1.9814917379993644,0.06763997948973884
Belarus,mistral-medium-3.1,ru,2.0,2.0,1.0,2.0,6.0,4.0,4.0,2.0,1.0,-1.0,-0.7641921585214354,0.5684146774742043
Belgium,mistral-medium-3.1,de,2.0,1.0,2.0,1.0,4.0,9.0,8.0,2.0,2.0,0.0,4.718724912694167,3.056472246735366
Belgium,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,4.0,9.0,8.0,2.0,2.0,0.0,3.3467630231101593,3.0139059390343994
Bolivia,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,4.0,4.0,1.0,1.0,-2.0,-0.7200668601105861,-1.2373412025179562
Bolivia,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,9.0,4.0,2.0,1.0,1.0,-2.0,-1.1416661097040626,-1.5700392189094963
Brazil,mistral-medium-3.1,en,2.0,2.0,2.0,2.0,8.0,8.0,7.0,1.0,2.0,-1.0,1.9627891172463423,0.5410263528620035
Brazil,mistral-medium-3.1,pt,2.0,2.0,2.0,1.0,8.0,8.0,5.0,2.0,2.0,0.0,1.9881304686974182,1.589181318547932
Burkina Faso,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Canada,mistral-medium-3.1,en-native,2.0,1.0,3.0,1.0,5.0,9.0,8.0,2.0,2.0,2.0,4.60788228723948,3.5402003555542363
Chile,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,7.0,7.0,5.0,1.0,2.0,1.0,2.3157892672723155,0.4480334662621426
Chile,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,7.0,7.0,5.0,2.0,1.0,0.0,0.05886106987849227,0.8057674151615989
China,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,-0.7930690033460729,-0.28057144743482526
China,mistral-medium-3.1,zh-cn,2.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,-1.0,-0.6172925462381779,-0.05689777107582496
Colombia,mistral-medium-3.1,en,2.0,2.0,1.0,1.0,9.0,7.0,5.0,1.0,1.0,-2.0,1.0639126901491873,-0.5724238827792589
Colombia,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,9.0,7.0,4.0,1.0,1.0,-2.0,-0.003481838789601399,-0.9317238524736217
Ecuador,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,6.0,4.0,1.0,1.0,-2.0,-0.24234351256326303,-1.0335963024883998
Ecuador,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,-2.0,-0.453143137360001,-1.1999453106841698
Egypt,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
France,mistral-medium-3.1,en,2.0,2.0,3.0,1.0,4.0,9.0,9.0,2.0,2.0,1.0,3.551051440170007,3.89859667660175
Germany,mistral-medium-3.1,de,2.0,2.0,3.0,1.0,4.0,10.0,8.0,2.0,2.0,1.0,3.579113489146931,3.8341201184207585
Germany,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,4.0,9.0,8.0,2.0,1.0,2.0,2.40210757675226,3.009043555980308
Ghana,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-1.7692945077905256,-1.9152588472291554
Guatemala,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,1.0,-2.0,-0.9308664849073242,-1.4036902107137261
Guatemala,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,9.0,4.0,1.0,1.0,1.0,-2.0,-1.3524657345008002,-1.736388227105266
Haiti,mistral-medium-3.1,en,3.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-2.7102112996402155,-0.679022650259707
Hong Kong,mistral-medium-3.1,en-native,2.0,2.0,2.0,2.0,3.0,6.0,5.0,3.0,1.0,1.0,-0.12630569232511413,3.462606195063272
Hong Kong,mistral-medium-3.1,zh-cn,2.0,2.0,3.0,3.0,5.0,7.0,5.0,2.0,1.0,2.0,-0.5670702466129076,2.461402485348357
Hong Kong,mistral-medium-3.1,zh-hk,2.0,2.0,3.0,2.0,4.0,7.0,6.0,2.0,2.0,2.0,1.6018458979348411,2.9741914564046765
Iraq,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-4.016467502352665,-1.1401950699688477
Iraq,mistral-medium-3.1,en,3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-4.016467502352665,-1.1401950699688477
Ireland,mistral-medium-3.1,en-native,2.0,1.0,2.0,1.0,5.0,9.0,8.0,2.0,2.0,0.0,4.59688191113195,2.850520960264271
Italy,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,6.0,8.0,7.0,2.0,2.0,1.0,2.6709273052597484,2.305119573800047
Italy,mistral-medium-3.1,it,2.0,2.0,1.0,2.0,6.0,8.0,7.0,2.0,1.0,0.0,0.841164994807846,1.4462891680390118
Japan,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,1.0,0.11408336140138053,1.3326887687538147
Japan,mistral-medium-3.1,ja,2.0,2.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,0.0,-0.04776663563373651,-0.32938599650670397
Jordan,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Kazakhstan,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,-0.6627077792265498,-1.0132980818353898
Kazakhstan,mistral-medium-3.1,ru,2.0,2.0,1.0,2.0,7.0,4.0,4.0,1.0,1.0,-1.0,-0.4588692731417313,-0.8541009636573815
Kenya,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-2.0,-1.408589832454647,-1.6074351107432823
Korea,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,-0.18016010232845514,-0.4995230588784222
Korea,mistral-medium-3.1,ko,2.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,0.0,0.6540988886184026,-0.5879398862256257
Kuwait,mistral-medium-3.1,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Kuwait,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Kyrgyzstan,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,8.0,2.0,4.0,1.0,1.0,-2.0,-1.0759472060956927,-1.2351348160764177
Kyrgyzstan,mistral-medium-3.1,ru,2.0,2.0,1.0,2.0,8.0,2.0,4.0,1.0,1.0,-2.0,-1.0759472060956927,-1.2351348160764177
Lebanon,mistral-medium-3.1,ar,3.0,2.0,3.0,2.0,8.0,3.0,4.0,2.0,1.0,-2.0,-2.492075468049928,2.711673862459914
Lebanon,mistral-medium-3.1,en,3.0,2.0,1.0,2.0,9.0,2.0,4.0,2.0,1.0,-2.0,-2.8047345602231806,0.9098419990676487
Libya,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Libya,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Luxembourg,mistral-medium-3.1,de,2.0,1.0,2.0,1.0,4.0,10.0,8.0,1.0,2.0,1.0,5.40226405725417,1.9131180080080379
Luxembourg,mistral-medium-3.1,en,2.0,1.0,2.0,1.0,5.0,9.0,8.0,2.0,2.0,2.0,4.631905078820793,2.7931962921010407
Macao,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,5.0,6.0,5.0,2.0,1.0,0.0,0.06368539922926375,1.1157975380890104
Macao,mistral-medium-3.1,pt,2.0,2.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,0.5083628700156059,-0.12942915065309582
Macao,mistral-medium-3.1,zh-cn,2.0,2.0,2.0,2.0,5.0,7.0,6.0,2.0,1.0,1.0,0.5068354900627725,2.102360725671139
Malaysia,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,8.0,3.0,3.0,1.0,1.0,-2.0,-1.047885157118769,-1.2996113742574096
Mali,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Malta,mistral-medium-3.1,en-native,2.0,2.0,1.0,1.0,9.0,7.0,4.0,1.0,1.0,-2.0,0.8531130653524495,-0.738772890975029
Mexico,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,1.0,-2.0,0.20731778600713657,-0.7653748442778515
Mexico,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,8.0,7.0,4.0,1.0,1.0,-2.0,0.1183611627726151,-0.7257725660025268
Morocco,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Morocco,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
New Zealand,mistral-medium-3.1,en-native,2.0,1.0,3.0,1.0,4.0,9.0,8.0,2.0,2.0,2.0,4.729725288801697,3.746151642025332
Nicaragua,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,1.0,-2.0,-0.9308664849073242,-1.4036902107137261
Nicaragua,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,9.0,4.0,2.0,1.0,1.0,-2.0,-1.1416661097040626,-1.5700392189094963
Nigeria,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-1.7692945077905256,-1.9152588472291554
Pakistan,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Palestine,mistral-medium-3.1,ar,3.0,2.0,3.0,1.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.3513232772311885,0.7397149799347291
Palestine,mistral-medium-3.1,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Peru,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,8.0,5.0,4.0,1.0,1.0,-2.0,-0.35936218477470794,-0.9295174660320831
Peru,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,8.0,5.0,3.0,2.0,1.0,-2.0,-0.9973276965133667,0.12069788043263792
Philippines,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,-2.0,-0.453143137360001,-1.1999453106841698
Portugal,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,6.0,9.0,7.0,2.0,2.0,1.0,2.9097889790334106,2.4069920238148255
Portugal,mistral-medium-3.1,pt,2.0,2.0,2.0,1.0,5.0,9.0,7.0,2.0,3.0,0.0,3.9937990107979484,2.5891433592583963
Puerto Rico,mistral-medium-3.1,en-native,2.0,2.0,2.0,1.0,8.0,7.0,6.0,1.0,2.0,-1.0,2.369722722817994,0.465755856150048
Puerto Rico,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,8.0,8.0,5.0,1.0,2.0,-2.0,1.547701075389757,-0.5100133929011171
Qatar,mistral-medium-3.1,ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Qatar,mistral-medium-3.1,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Russia,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,-0.5408647776643334,-0.8073467953642951
Russia,mistral-medium-3.1,ru,2.0,2.0,1.0,2.0,6.0,3.0,4.0,2.0,1.0,-1.0,-1.0030538322950968,0.46654222745942625
Rwanda,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,-1.373566664765804,-1.6647597789065125
Singapore,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.26950119624194446,-0.23130160066787395
Singapore,mistral-medium-3.1,zh-cn,2.0,2.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,2.0,0.5258744538600274,-0.15809148473471096
South Africa,mistral-medium-3.1,en-native,2.0,2.0,1.0,1.0,8.0,7.0,7.0,2.0,1.0,-1.0,1.197700638207381,1.154127440662252
Spain,mistral-medium-3.1,en,2.0,2.0,2.0,1.0,5.0,9.0,8.0,2.0,2.0,0.0,3.224920021547943,2.807954652563305
Spain,mistral-medium-3.1,es,2.0,2.0,1.0,2.0,5.0,9.0,7.0,2.0,2.0,0.0,2.181548284190467,1.7016506194157461
Switzerland,mistral-medium-3.1,de,2.0,1.0,2.0,1.0,4.0,10.0,8.0,2.0,1.0,1.0,3.9954195562655066,3.182144647777668
Switzerland,mistral-medium-3.1,en,2.0,1.0,2.0,1.0,4.0,9.0,8.0,2.0,1.0,2.0,3.774069466336267,3.0516098636812745
Switzerland,mistral-medium-3.1,it,2.0,1.0,1.0,1.0,4.0,9.0,7.0,2.0,1.0,2.0,3.5872926331208412,2.1382567920323083
Taiwan,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,5.0,7.0,5.0,2.0,1.0,1.0,0.320058656847347,1.1890076540221735
Taiwan,mistral-medium-3.1,zh-tw,2.0,2.0,3.0,2.0,5.0,8.0,7.0,1.0,3.0,1.0,3.3189971120872652,1.7960973224561152
Trinidad and Tobago,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,8.0,6.0,5.0,1.0,1.0,-1.0,0.10781069764011308,-0.6899583419031501
Tunisia,mistral-medium-3.1,ar,2.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,1.0,-2.0,-1.197790207657909,-1.4410861025475123
Tunisia,mistral-medium-3.1,en,2.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,1.0,-2.0,-1.197790207657909,-1.4410861025475123
United Kingdom,mistral-medium-3.1,en-native,2.0,2.0,2.0,1.0,4.0,9.0,7.0,2.0,2.0,1.0,3.153474982157843,2.8188945967570147
United States,mistral-medium-3.1,en-native,2.0,2.0,3.0,1.0,6.0,9.0,7.0,2.0,3.0,2.0,3.882956385343262,3.0728714680772673
Uruguay,mistral-medium-3.1,en,2.0,1.0,3.0,1.0,5.0,9.0,8.0,1.0,2.0,2.0,5.0350481741814015,2.323636000893746
Uruguay,mistral-medium-3.1,es,2.0,2.0,2.0,2.0,5.0,9.0,7.0,2.0,2.0,1.0,2.175037076453576,2.419992348787327
Venezuela,mistral-medium-3.1,en,3.0,2.0,2.0,2.0,9.0,5.0,5.0,1.0,1.0,-2.0,-1.4742068187448503,0.9122480661004583
Venezuela,mistral-medium-3.1,es,3.0,2.0,1.0,2.0,9.0,6.0,4.0,2.0,1.0,-2.0,-1.849287865128535,1.3173317991267615
Yemen,mistral-medium-3.1,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Yemen,mistral-medium-3.1,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Zambia,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Zimbabwe,mistral-medium-3.1,en-native,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Algeria,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Algeria,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,4.0,2.0,2.0,1.0,-0.6770646167274609,1.0662161232270362
Argentina,mistral-nemo,en,3.0,2.0,3.0,1.0,7.0,8.0,5.0,2.0,2.0,2.0,0.9411953807438143,3.6191757472636628
Argentina,mistral-nemo,es,2.0,2.0,2.0,1.0,5.0,7.0,5.0,2.0,3.0,2.0,3.1294995813459923,1.9953757746740697
Australia,mistral-nemo,en-native,2.0,1.0,2.0,1.0,5.0,9.0,7.0,2.0,2.0,2.0,4.4211054540240555,2.626847283905271
Austria,mistral-nemo,de,3.0,1.0,3.0,1.0,5.0,9.0,5.0,2.0,3.0,2.0,3.7753835612726587,4.123054792812459
Austria,mistral-nemo,en,3.0,1.0,3.0,1.0,5.0,9.0,5.0,2.0,2.0,2.0,2.795704947225916,4.175517077921597
Belarus,mistral-nemo,en,2.0,2.0,3.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.6480748281706141,2.591097223206848
Belarus,mistral-nemo,ru,2.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,-0.5188155360794985,1.2544463367269103
Belgium,mistral-nemo,de,3.0,1.0,2.0,1.0,5.0,9.0,5.0,2.0,3.0,2.0,3.7994063528539717,3.3760507293592634
Belgium,mistral-nemo,en,2.0,1.0,3.0,1.0,5.0,9.0,7.0,2.0,2.0,2.0,4.397082662442743,3.3738513473584666
Bolivia,mistral-nemo,en,2.0,2.0,1.0,1.0,8.0,5.0,4.0,2.0,2.0,2.0,1.1197917818498513,0.31288622869140165
Bolivia,mistral-nemo,es,2.0,2.0,1.0,1.0,8.0,5.0,3.0,2.0,2.0,2.0,0.9089921570531133,0.14653722049563153
Brazil,mistral-nemo,en,3.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,2.0,2.0,0.9892409639064391,2.1251676203572716
Brazil,mistral-nemo,pt,3.0,2.0,2.0,1.0,7.0,5.0,5.0,2.0,2.0,2.0,0.2486331510041425,2.566554333766133
Burkina Faso,mistral-nemo,en,3.0,2.0,3.0,1.0,9.0,3.0,4.0,2.0,2.0,2.0,-0.7075986160456643,2.531561916051813
Canada,mistral-nemo,en-native,3.0,1.0,3.0,1.0,5.0,9.0,7.0,1.0,2.0,2.0,3.644470083761313,3.291650739652647
Chile,mistral-nemo,en,2.0,2.0,2.0,1.0,7.0,8.0,5.0,2.0,2.0,2.0,2.1449966379484775,1.7378079368557966
Chile,mistral-nemo,es,2.0,2.0,2.0,1.0,7.0,7.0,5.0,2.0,2.0,2.0,1.9061349641748162,1.6359354868410187
China,mistral-nemo,en,2.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.696120411333239,1.0970890963004563
China,mistral-nemo,zh-cn,3.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,2.26742413907319,2.551462923201994
Colombia,mistral-nemo,en,3.0,2.0,1.0,1.0,8.0,7.0,5.0,2.0,2.0,2.0,0.6285362885705614,1.8173438838713987
Colombia,mistral-nemo,es,2.0,2.0,2.0,1.0,7.0,5.0,4.0,2.0,2.0,0.0,1.1825888241419125,1.3231662467789227
Ecuador,mistral-nemo,en,3.0,2.0,1.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,0.15081294102323822,1.6135989838418425
Ecuador,mistral-nemo,es,2.0,2.0,2.0,1.0,7.0,5.0,4.0,2.0,2.0,2.0,1.2176119918307555,1.2658415786156922
Egypt,mistral-nemo,ar,2.0,1.0,2.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,1.5607380135383777,0.6926144076821665
Egypt,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,2.0,-0.8703526576797774,0.8712047809496509
France,mistral-nemo,en,2.0,1.0,3.0,1.0,3.0,9.0,7.0,2.0,2.0,2.0,4.640768665567176,3.7857539203006563
Germany,mistral-nemo,de,3.0,1.0,3.0,1.0,5.0,10.0,5.0,2.0,2.0,2.0,3.0345666209995774,4.277389527936376
Germany,mistral-nemo,en,2.0,1.0,3.0,1.0,5.0,9.0,5.0,2.0,2.0,2.0,3.9754834128492664,3.0411533309669263
Ghana,mistral-nemo,en-native,2.0,2.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,2.0,0.30942580794357366,-0.2631589660050196
Guatemala,mistral-nemo,en,2.0,2.0,3.0,1.0,9.0,5.0,3.0,2.0,2.0,2.0,0.7391035723282717,1.4345940609309284
Guatemala,mistral-nemo,es,2.0,2.0,1.0,1.0,9.0,5.0,3.0,2.0,2.0,1.0,0.7696375716464752,-0.030751731893848173
Haiti,mistral-nemo,en,3.0,2.0,3.0,1.0,10.0,3.0,4.0,2.0,2.0,2.0,-0.8294416176078808,2.325610629580718
Hong Kong,mistral-nemo,en-native,3.0,2.0,3.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,0.4682963625472631,3.7254609701615182
Hong Kong,mistral-nemo,zh-cn,3.0,1.0,3.0,1.0,7.0,7.0,5.0,1.0,2.0,2.0,2.5014614834960804,2.34330525028936
Hong Kong,mistral-nemo,zh-hk,3.0,1.0,3.0,3.0,5.0,7.0,5.0,2.0,2.0,2.0,0.6047917913944907,3.5858702548948553
Iraq,mistral-nemo,ar,3.0,2.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,2.0,-0.1168958536825076,1.9487004743528484
Iraq,mistral-nemo,en,3.0,2.0,3.0,1.0,10.0,3.0,3.0,3.0,2.0,1.0,-1.4849187131909614,3.404488310127054
Ireland,mistral-nemo,en-native,2.0,1.0,3.0,1.0,5.0,9.0,5.0,1.0,3.0,2.0,5.382327913837931,1.772126691197297
Italy,mistral-nemo,en,2.0,1.0,2.0,1.0,5.0,8.0,5.0,2.0,2.0,2.0,3.7606445306569176,2.192276817498953
Italy,mistral-nemo,it,2.0,1.0,2.0,1.0,5.0,7.0,5.0,2.0,2.0,2.0,3.521782856883256,2.090404367484175
Japan,mistral-nemo,en,2.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0680823009172458,1.1396554040014224
Japan,mistral-nemo,ja,2.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,2.6409164139753245,2.3562197586619136
Jordan,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,1.0,2.4173329176804286,0.8855653691807593
Jordan,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,3.0,4.0,2.0,2.0,2.0,-0.6595530328830396,1.037553789145421
Kazakhstan,mistral-nemo,en,2.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.696120411333239,1.0970890963004563
